age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,exam_score,prediction
24,4.3,3.3,3.0,79.4,6.3,5,6,67.3,74.68
20,1.2,3.5,2.0,81.7,6.5,4,1,34.3,36.65
22,2.7,2.2,2.8,100.0,6.6,2,3,53.0,56.59
19,4.7,2.5,1.5,82.3,6.0,6,1,78.0,75.33
24,1.6,0.8,3.2,63.0,8.0,3,10,58.2,61.42
22,3.9,2.1,2.2,65.0,5.1,2,9,73.7,73.07
17,1.5,2.4,2.0,85.3,5.6,3,9,60.3,55.82
19,4.2,5.6,0.4,91.1,9.8,0,5,78.7,73.76
17,3.4,1.2,2.1,88.8,5.3,4,4,68.3,67.92
21,1.1,4.3,0.9,86.7,4.9,3,9,49.9,47.74
18,5.2,3.7,1.1,96.6,7.4,2,9,100.0,92.79
24,2.4,2.8,0.9,79.6,4.0,4,3,54.7,50.7
22,2.3,4.6,0.6,93.9,6.2,6,5,58.7,58.51
18,3.8,2.9,4.1,68.7,9.1,4,3,70.8,65.39
18,5.2,3.0,3.3,76.0,4.6,3,10,87.1,84.08
22,2.0,2.4,3.9,66.9,4.1,3,2,29.5,36.21
19,3.6,4.0,0.5,82.3,4.7,1,1,53.2,53.75
24,4.1,3.8,1.9,84.5,7.6,1,10,73.0,80.42
21,4.5,1.7,0.4,86.1,7.8,4,2,71.1,81.95
17,3.8,0.9,1.0,85.6,5.9,5,8,80.9,84.3
20,2.9,2.3,0.8,75.7,7.3,5,8,75.1,74.67
17,2.3,1.5,3.2,83.1,8.2,1,3,52.4,52.59
20,3.6,2.4,1.4,70.0,8.6,2,7,67.6,75.21
17,1.9,4.0,3.0,98.6,6.2,0,7,35.7,47.74
22,0.0,2.0,2.5,82.0,3.7,4,2,29.9,24.82
21,4.2,2.4,4.3,80.1,5.5,0,9,70.7,70.87
24,4.9,2.6,0.2,100.0,6.0,1,3,89.3,79.69
20,0.0,3.5,3.2,72.6,6.2,3,2,26.2,20.8
24,2.0,0.0,3.1,73.7,6.3,6,3,58.3,55.65
24,4.4,1.8,0.7,74.0,7.8,4,2,78.4,77.53
24,6.6,2.8,2.9,84.3,8.0,1,8,100.0,100.56
23,3.5,3.9,2.2,89.3,6.3,2,5,66.8,62.73
19,2.4,1.9,1.5,92.4,7.8,6,3,63.8,63.53
17,3.2,0.2,0.9,100.0,6.9,4,5,76.1,77.93
24,5.6,3.2,1.0,62.5,6.6,4,8,82.7,92.83
17,2.5,1.7,4.1,91.1,7.6,5,7,65.0,65.56
24,2.3,1.1,1.8,79.4,6.6,3,6,66.8,62.75
20,2.8,1.8,2.7,79.1,9.0,4,1,64.9,59.43
19,2.1,2.3,0.9,78.8,4.8,3,10,63.1,63.0
19,3.7,1.8,0.9,75.9,5.9,1,1,56.3,61.73
22,5.9,0.0,3.0,100.0,6.3,2,1,93.6,87.84
23,4.0,3.6,0.3,93.4,7.0,6,10,91.9,89.24
22,3.1,4.0,1.3,85.2,8.0,6,8,74.0,74.42
22,3.1,3.3,1.8,98.5,6.5,2,8,62.7,69.16
22,1.2,1.1,1.9,69.9,4.8,4,7,58.6,50.4
22,4.8,2.3,1.6,71.7,7.5,4,6,89.3,85.27
22,3.4,2.5,2.2,63.2,7.4,1,4,63.4,61.05
21,3.2,3.2,2.6,78.0,4.2,5,1,46.7,51.7
19,8.3,3.3,2.6,86.6,6.5,5,9,100.0,121.19
22,3.9,1.6,0.7,86.0,4.6,5,1,68.7,68.86
24,2.4,2.6,1.5,86.5,5.7,3,4,58.9,54.86
19,2.9,3.0,3.1,70.9,5.4,5,3,59.0,52.46
19,5.2,4.2,2.8,93.0,7.5,2,7,77.9,84.07
18,3.7,3.3,0.3,87.4,6.6,6,5,72.3,76.33
21,1.3,3.4,2.2,92.3,5.0,6,5,49.7,46.45
22,4.9,2.6,0.0,66.1,7.6,3,4,80.9,83.93
17,2.5,4.2,1.9,88.1,4.8,1,1,44.5,40.93
20,6.3,3.0,3.9,73.1,6.9,2,5,85.3,87.14
23,5.1,1.5,0.8,81.0,5.5,6,4,83.2,88.2
24,2.8,4.2,0.9,90.3,6.1,2,10,59.7,67.67
17,5.4,3.3,2.6,85.9,7.1,6,8,98.1,93.39
21,3.6,2.0,0.1,76.5,7.1,0,2,66.8,64.38
20,4.8,1.9,1.1,85.1,8.1,1,8,96.1,90.25
21,4.2,2.9,2.5,69.7,6.4,1,1,60.4,59.56
24,2.2,3.1,1.1,96.5,6.9,0,4,33.8,53.04
19,2.5,2.7,1.5,82.9,6.0,3,3,56.1,54.23
20,5.0,2.9,2.6,96.2,6.7,6,5,80.6,86.11
19,3.0,4.5,2.3,79.7,7.0,6,5,52.6,61.56
24,2.9,3.8,2.1,79.8,6.4,6,5,52.1,61.18
17,2.1,2.7,1.4,77.4,4.3,5,4,39.9,50.06
24,4.1,3.6,2.2,93.8,6.9,5,8,84.0,81.48
17,6.6,1.3,1.7,77.9,6.9,5,3,97.7,99.24
20,1.9,3.0,2.3,91.4,5.7,5,4,43.3,50.36
20,3.5,4.7,1.3,81.2,5.0,5,1,55.9,54.93
22,5.6,2.2,1.6,65.2,8.3,0,7,84.6,90.41
21,3.4,1.5,0.7,79.3,7.1,1,1,67.0,62.84
22,4.2,1.7,1.8,73.2,6.2,3,2,76.0,69.39
21,1.9,1.2,0.9,85.3,5.1,2,7,56.9,58.51
22,4.1,1.6,0.6,73.1,5.5,5,1,77.5,70.54
19,3.2,2.1,2.1,94.3,8.1,0,3,69.4,62.53
20,5.0,0.8,2.0,84.1,6.7,6,6,94.6,92.91
17,5.3,2.5,2.7,83.2,5.8,3,6,93.4,83.61
21,7.4,3.6,1.3,91.6,7.1,3,6,100.0,107.4
24,4.4,1.4,2.2,94.6,5.5,3,2,63.6,72.37
21,4.0,4.3,2.4,84.8,8.3,0,2,53.0,60.37
17,3.8,3.1,2.3,77.3,8.1,2,6,67.8,70.62
22,3.0,3.7,0.9,67.3,5.9,5,10,73.9,71.67
21,4.0,1.7,2.0,78.1,5.7,3,5,66.5,72.27
23,3.1,3.5,2.2,78.8,3.4,0,7,49.9,54.05
19,3.8,1.2,1.8,86.1,4.7,6,7,73.9,78.93
20,5.5,3.6,0.0,81.5,4.9,1,5,80.3,82.4
17,2.0,2.7,2.0,91.9,6.7,6,8,71.7,63.91
20,5.2,3.2,4.2,78.9,6.1,0,10,83.3,82.21
23,5.5,1.1,1.4,84.4,4.9,0,6,84.5,87.06
21,3.3,1.4,1.0,96.8,6.2,0,5,74.9,68.46
21,0.3,3.2,2.2,88.4,7.1,3,4,34.0,35.13
24,2.6,1.4,2.1,84.4,7.1,0,7,63.0,63.87
23,5.4,3.1,3.1,79.0,4.2,1,4,77.9,72.05
17,3.5,0.9,0.4,78.7,6.3,3,5,72.9,74.42
24,2.0,3.5,2.6,76.5,4.8,6,5,53.2,48.85
19,2.7,1.0,2.4,79.6,7.6,1,1,57.3,54.56
24,4.8,3.2,1.6,92.6,7.4,4,1,76.6,76.02
18,4.3,3.3,2.2,82.8,5.4,6,3,64.6,70.79
17,3.1,1.7,2.9,71.5,5.6,0,3,51.1,52.45
18,2.9,3.2,2.8,100.0,5.9,5,2,63.0,56.27
23,2.9,2.8,0.5,88.2,3.8,5,2,61.6,56.66
22,2.1,1.9,2.7,70.9,6.9,3,6,62.5,55.42
18,5.9,1.3,1.7,80.6,6.2,5,1,87.1,88.05
19,3.0,0.1,1.9,86.1,7.7,6,6,82.5,77.99
24,5.3,2.9,1.9,100.0,5.2,3,5,80.9,83.78
22,5.8,0.6,1.6,73.9,5.8,6,6,100.0,98.94
24,5.0,2.6,3.1,94.8,4.7,0,5,79.6,73.88
18,2.9,2.2,1.7,99.0,5.3,2,7,71.2,66.01
24,4.1,3.3,0.6,78.7,5.1,2,1,62.7,62.24
23,3.5,2.1,1.4,82.2,7.7,1,3,64.2,65.95
22,2.1,2.1,2.0,74.6,5.7,0,6,44.1,50.52
23,4.0,3.4,3.2,83.0,6.6,5,1,61.7,62.21
18,1.7,2.9,2.5,84.6,6.0,0,7,39.9,46.99
23,5.3,2.9,0.9,91.6,5.0,4,4,84.1,83.92
19,2.8,3.1,4.5,95.9,6.3,2,3,40.7,49.75
18,3.8,0.7,2.1,77.5,7.2,5,10,81.8,87.7
18,3.9,3.4,3.2,65.3,5.1,6,9,77.0,72.44
18,3.1,3.2,1.6,84.8,7.5,6,1,65.7,61.2
17,4.4,1.3,2.4,87.9,5.5,2,8,80.9,81.17
24,2.8,2.2,2.7,87.5,5.9,0,1,47.4,47.6
17,4.8,2.5,3.1,81.7,7.1,5,5,83.0,81.13
17,1.5,2.3,3.0,86.2,5.7,1,10,54.2,52.59
19,3.7,2.9,2.8,100.0,6.5,6,8,82.5,78.6
22,6.4,4.2,1.5,88.8,6.1,0,6,85.0,90.39
24,2.0,3.8,1.2,81.3,6.7,1,7,40.4,52.82
23,2.5,0.9,2.2,80.0,3.6,5,8,58.9,64.65
21,4.3,3.2,2.8,83.3,4.3,2,6,67.5,68.39
18,3.8,4.1,1.6,100.0,7.2,4,6,81.0,73.57
23,4.0,3.0,3.0,83.2,7.7,3,6,74.7,72.92
18,4.2,3.8,3.4,84.8,5.4,2,5,67.4,64.28
19,4.5,4.9,0.8,80.2,6.2,1,8,72.2,75.52
18,5.2,3.7,0.9,96.0,6.9,0,2,77.1,75.81
17,4.1,2.8,1.6,100.0,7.3,6,7,87.9,85.67
24,3.1,3.8,2.1,89.5,4.1,5,4,54.1,57.18
21,4.5,2.7,1.2,85.8,5.4,2,1,62.9,67.57
20,6.3,2.5,3.3,85.4,6.1,6,5,95.6,94.77
18,3.3,2.1,2.3,61.2,7.3,6,3,67.1,65.02
23,2.0,4.4,1.8,92.5,9.5,4,4,51.5,55.3
17,5.2,1.5,0.2,86.3,6.2,5,7,97.9,97.13
20,3.3,4.3,0.4,89.3,4.8,1,5,67.0,60.31
21,0.2,3.1,2.1,77.9,7.0,5,4,31.5,35.29
20,4.8,0.8,0.0,81.2,8.1,5,1,88.0,86.77
17,2.7,2.9,2.9,80.9,6.6,0,6,53.4,54.84
24,3.4,0.0,1.6,95.2,5.4,3,10,83.4,83.51
24,4.0,3.3,5.4,81.2,7.6,6,6,79.0,70.66
22,3.8,3.6,4.3,100.0,7.3,1,7,69.9,68.01
24,4.6,1.8,1.6,89.3,5.3,0,1,60.1,67.84
22,2.8,2.6,1.7,72.2,7.0,6,4,70.3,62.91
20,4.3,4.8,2.9,83.7,7.7,3,9,79.8,77.64
19,3.1,1.9,3.7,78.5,7.9,0,10,66.6,68.97
23,4.6,1.2,0.0,63.1,6.4,3,6,91.7,85.08
23,4.4,4.3,0.0,100.0,6.1,3,2,70.1,72.49
20,2.1,4.9,1.1,92.0,8.0,3,4,61.5,51.96
18,5.1,2.5,2.4,90.3,5.0,0,6,79.3,78.33
18,2.7,3.7,2.3,86.7,7.0,5,4,63.9,58.28
24,4.7,4.1,3.0,71.2,4.9,3,10,93.1,77.26
23,4.1,1.6,0.5,80.2,7.8,5,7,89.8,88.46
23,6.3,1.9,0.0,93.4,6.2,6,3,100.0,101.48
22,3.2,4.0,2.7,74.5,8.0,6,6,61.8,66.39
19,3.0,4.5,0.9,59.7,7.1,1,4,51.5,53.05
17,3.5,3.2,0.0,82.7,5.0,4,3,60.4,64.24
18,3.0,1.4,2.0,83.6,8.2,5,3,67.2,67.9
23,4.7,4.9,2.7,86.4,8.4,6,2,89.6,73.99
22,1.1,1.9,1.7,92.3,7.6,4,3,48.3,47.99
21,1.9,2.1,1.3,91.4,5.6,3,10,61.7,64.29
22,1.9,2.9,1.6,87.6,6.1,4,1,44.4,45.99
18,4.9,4.4,1.4,97.0,6.7,4,3,77.2,77.42
18,6.1,3.5,0.3,69.8,5.7,3,9,100.0,97.86
22,3.3,3.0,1.0,90.0,8.5,5,4,73.0,72.32
17,3.2,3.1,2.4,91.3,6.7,3,3,68.5,59.83
20,3.6,2.6,2.2,72.6,3.3,1,8,61.0,63.18
18,5.2,3.2,2.0,70.0,6.9,2,1,70.5,71.72
22,2.1,0.0,0.7,77.5,6.1,0,5,52.5,58.45
23,3.9,2.1,1.6,78.4,6.4,3,1,62.8,64.58
22,5.0,2.8,0.0,92.5,6.1,3,7,83.5,90.8
19,4.3,1.1,2.0,78.9,7.5,4,5,71.4,81.5
20,3.8,3.0,3.4,76.4,7.8,1,2,61.5,59.19
21,5.0,2.3,0.2,78.9,6.8,6,1,75.4,83.14
17,0.0,4.6,1.2,96.2,6.1,6,7,42.0,39.73
24,4.5,4.4,2.2,85.1,6.5,4,1,64.0,65.6
21,2.5,1.9,3.2,83.2,6.5,5,3,60.1,56.33
20,0.8,2.3,1.3,83.9,5.5,3,6,34.7,44.91
20,4.3,2.4,1.0,97.9,7.2,3,6,88.0,83.48
20,5.6,2.0,0.0,77.5,7.1,4,7,100.0,99.34
21,3.3,2.7,1.9,98.2,8.3,3,1,66.1,63.66
23,4.9,1.6,4.0,87.1,8.0,5,7,95.5,89.26
20,5.9,1.1,2.1,83.4,5.7,2,2,86.4,86.09
22,5.5,3.2,1.8,100.0,7.5,0,6,77.3,88.01
21,6.0,3.3,2.2,74.4,5.4,0,8,90.2,87.27
24,4.6,1.5,1.8,81.5,7.3,0,5,80.2,78.8
20,3.6,3.6,0.9,72.7,5.9,2,10,72.9,74.19
22,1.1,1.7,2.7,94.5,5.3,3,3,35.8,40.91
23,3.1,2.8,2.0,100.0,6.8,4,8,72.8,73.67
19,2.2,3.5,1.8,100.0,3.3,6,8,67.6,58.54
23,6.8,2.5,0.7,97.2,4.4,1,4,93.1,95.47
24,3.2,3.0,3.2,83.0,6.3,3,8,57.5,66.63
20,3.7,1.9,2.5,81.3,6.6,2,5,61.1,68.51
24,4.3,2.3,1.2,68.3,6.1,5,5,77.4,78.08
21,3.6,2.3,2.9,100.0,4.6,2,3,69.6,60.65
18,6.0,1.6,1.3,89.7,5.5,6,7,100.0,102.42
20,2.6,2.3,0.9,80.1,7.0,0,9,69.3,66.6
18,3.8,0.6,1.0,98.3,7.2,3,9,85.7,89.38
22,2.4,1.9,0.0,75.3,6.5,6,1,53.9,58.21
19,1.5,2.2,2.3,89.1,7.9,0,1,43.7,40.69
17,2.6,2.2,0.0,83.3,7.0,1,10,79.3,72.48
24,3.4,2.2,0.4,91.4,5.6,5,5,71.3,73.7
23,2.9,2.4,0.0,84.4,6.2,0,1,61.4,54.45
19,2.5,3.1,1.7,70.5,4.8,1,4,45.1,46.99
20,1.4,3.5,1.6,85.8,6.4,2,1,39.8,37.04
18,3.4,1.7,1.4,95.5,7.8,0,2,70.7,64.45
23,1.2,1.1,0.7,84.7,7.3,0,2,35.6,44.68
18,4.6,1.2,0.5,92.8,8.2,4,4,93.0,88.89
21,3.6,1.9,2.3,74.5,6.1,5,8,83.2,75.69
18,1.3,2.1,1.2,84.7,8.1,5,2,46.6,49.84
21,3.0,1.6,2.1,78.8,6.3,6,9,70.8,75.37
22,2.4,0.9,0.8,92.5,8.3,2,9,78.3,75.9
23,4.0,2.0,2.0,85.3,6.5,4,2,70.7,69.57
23,5.5,2.7,3.2,91.9,7.3,6,1,82.6,82.91
17,0.7,3.2,2.4,95.9,8.3,1,10,50.3,50.22
20,3.7,1.8,1.3,91.9,6.3,6,10,80.9,87.71
21,3.3,2.0,2.1,87.7,6.8,1,9,75.4,73.73
17,4.5,1.4,1.5,75.0,8.0,2,2,83.7,75.31
18,3.8,2.5,1.8,85.0,6.3,5,8,76.8,79.65
18,2.4,1.5,1.4,79.7,4.9,1,3,45.8,51.52
17,3.0,3.2,1.6,81.6,9.1,2,1,58.4,57.55
23,2.3,0.4,2.0,81.3,5.9,6,1,70.3,56.57
18,5.1,2.1,0.7,75.2,6.7,1,10,99.4,93.55
24,3.5,2.9,0.7,65.4,7.9,3,2,62.9,64.47
22,6.4,2.7,0.3,78.3,5.8,0,7,98.0,96.84
22,3.4,5.7,0.0,86.9,5.3,6,6,74.7,66.76
24,2.4,2.9,0.5,71.5,6.8,5,2,50.4,55.3
17,1.2,1.3,2.0,85.2,4.3,6,4,49.4,46.74
24,0.8,2.4,0.8,100.0,6.2,3,2,35.3,41.13
21,1.1,0.4,2.4,95.2,6.8,2,1,46.3,42.82
21,3.9,2.4,1.8,100.0,6.2,2,3,68.4,69.32
17,4.3,1.5,0.0,88.9,4.6,6,4,84.2,81.94
24,1.1,3.6,2.5,96.7,8.4,3,10,54.6,55.87
21,4.8,1.8,2.7,77.8,6.6,6,5,88.0,83.88
23,2.8,2.4,0.7,78.6,8.2,0,5,61.5,63.22
24,3.7,1.7,2.3,57.6,6.2,0,7,75.7,67.16
23,5.9,4.6,0.9,96.9,5.4,4,10,100.0,98.27
21,4.8,2.1,1.9,100.0,6.8,1,8,82.6,87.67
22,3.1,4.7,0.4,79.5,6.2,4,9,71.5,69.46
21,2.2,3.5,0.0,82.5,5.1,0,7,57.6,54.8
23,0.3,3.1,1.4,77.5,8.3,3,5,36.1,39.9
19,2.4,2.9,1.7,88.8,5.8,1,9,67.4,61.32
20,3.2,3.0,1.4,96.2,4.3,3,8,74.8,68.36
18,2.0,0.2,0.5,67.6,8.1,4,10,73.6,74.54
24,3.3,2.2,1.4,89.1,5.9,2,9,79.5,73.84
19,3.6,3.5,2.1,82.2,5.8,3,10,62.5,73.75
21,3.2,2.4,1.8,86.1,4.4,4,8,76.3,68.92
22,2.5,0.8,2.0,89.6,8.6,4,6,75.6,71.19
17,3.8,2.4,1.1,83.1,5.0,4,4,64.4,69.04
21,4.2,4.5,3.1,84.0,6.6,2,9,75.3,73.03
22,1.9,4.0,0.5,82.9,7.6,2,9,50.4,60.59
20,5.6,2.4,2.3,94.7,7.0,6,10,100.0,103.56
21,3.4,3.6,3.1,89.2,6.4,2,10,76.4,70.03
23,3.5,2.1,2.3,87.2,4.5,1,9,69.9,69.67
17,4.6,0.5,1.6,72.3,5.5,2,10,88.9,88.77
22,3.8,1.4,1.2,81.2,6.7,2,3,70.4,70.01
22,4.9,4.4,2.9,94.0,5.6,2,3,69.4,68.5
22,3.9,2.2,0.2,85.4,6.7,3,6,84.9,79.52
20,2.6,2.2,0.7,91.6,7.3,2,6,63.6,66.89
21,4.0,2.1,1.4,100.0,7.7,1,6,82.2,79.12
20,1.8,4.8,3.2,95.4,5.0,4,5,37.4,42.29
24,3.7,4.5,2.2,85.9,9.1,3,5,73.8,69.1
18,3.5,5.2,0.7,79.9,7.4,0,2,53.4,54.75
18,3.2,2.3,1.5,59.5,6.5,2,7,64.2,65.25
24,3.3,2.9,1.1,83.3,7.8,6,4,70.4,71.92
21,0.7,0.7,1.0,81.7,9.3,6,3,51.5,53.98
23,2.7,4.3,2.9,88.9,4.8,4,8,53.4,58.32
20,3.6,1.1,0.3,83.5,6.2,4,4,77.2,75.53
17,3.7,2.8,3.6,81.8,3.6,3,4,59.8,56.82
22,2.0,1.2,2.7,67.2,6.7,6,8,55.4,63.71
22,5.4,1.8,3.0,75.6,6.9,0,1,69.9,73.9
21,2.2,1.5,1.3,89.8,6.5,5,9,71.6,71.9
23,5.0,1.8,1.6,100.0,5.7,6,7,92.9,93.5
18,4.1,1.9,0.2,84.0,4.0,6,2,72.4,72.31
18,2.5,1.8,1.2,88.3,6.9,1,6,70.5,63.08
22,6.2,3.5,2.3,94.5,8.2,5,8,100.0,103.63
21,1.7,1.2,3.2,76.9,5.8,4,5,37.4,49.9
20,4.9,2.8,0.6,88.7,7.0,5,6,88.7,89.91
18,5.0,4.0,1.4,77.6,4.6,6,10,88.6,88.49
20,2.5,1.9,1.6,93.6,7.0,4,8,68.5,70.06
23,5.6,1.6,0.3,86.5,6.0,5,6,100.0,98.38
18,3.1,2.2,2.5,88.0,5.6,4,9,66.9,71.14
18,3.9,3.9,1.0,77.2,5.6,4,9,71.5,76.59
19,3.9,2.7,1.6,92.1,6.0,3,9,77.8,80.01
18,3.3,1.9,1.3,100.0,7.0,0,6,67.7,70.74
24,4.7,3.1,0.9,74.9,4.9,4,9,96.4,84.57
17,4.7,1.2,1.8,81.6,6.0,1,3,83.1,75.18
24,0.9,3.3,1.6,87.3,6.5,6,5,37.9,47.12
21,5.5,3.0,1.4,92.9,5.2,6,2,76.3,83.57
21,1.0,2.1,1.0,79.4,8.7,1,8,52.6,54.3
20,5.0,1.5,2.2,56.7,5.5,2,4,83.6,75.61
24,5.2,1.4,3.6,98.6,5.7,4,6,92.0,87.05
24,1.9,3.1,2.0,92.6,5.3,4,6,53.2,53.13
24,2.9,4.0,2.9,67.6,8.7,4,5,56.4,59.64
23,1.8,1.7,0.3,78.9,7.2,5,1,58.1,53.27
18,3.2,3.1,2.0,100.0,5.4,4,7,70.9,68.29
17,3.0,0.0,0.6,99.5,7.8,4,10,98.7,89.23
20,4.7,1.8,0.2,94.4,6.7,1,8,83.3,90.82
24,5.5,2.5,1.0,83.2,6.8,0,1,80.6,77.97
24,5.6,1.4,3.1,85.8,6.1,0,10,91.3,93.42
19,2.7,1.4,2.8,83.7,5.6,2,7,63.5,61.56
20,3.2,1.7,2.1,96.3,6.9,1,4,66.3,64.93
24,1.0,2.9,0.1,76.2,5.8,4,6,49.9,48.59
20,2.3,2.3,1.6,76.9,8.7,0,9,68.9,65.34
18,4.9,0.0,2.1,95.1,5.0,3,5,94.2,86.39
19,5.9,0.0,2.0,84.6,8.3,3,8,100.0,107.52
20,1.6,1.8,0.0,98.8,6.4,3,5,58.6,57.81
17,2.6,3.0,0.8,78.3,6.9,4,2,53.2,55.71
17,3.5,0.0,1.7,84.5,7.5,4,4,70.5,76.7
21,3.9,1.9,2.4,75.8,5.7,2,2,64.0,62.22
19,2.3,1.9,0.0,85.1,7.5,6,7,77.4,72.97
19,4.1,4.2,1.6,70.2,3.3,2,7,57.4,63.65
21,2.8,2.0,2.0,80.1,5.6,2,3,59.9,54.93
20,3.5,3.0,2.7,70.6,5.4,5,7,66.7,67.17
19,4.3,2.7,2.6,91.9,5.0,3,1,58.4,63.89
17,3.5,0.0,2.4,92.2,6.2,4,1,63.6,67.48
17,2.8,3.4,0.9,67.7,7.0,3,9,62.6,67.95
24,3.3,2.8,0.0,98.3,7.3,2,6,70.6,74.2
18,3.4,3.1,1.4,100.0,6.8,4,5,75.2,71.07
19,2.9,7.2,2.9,85.5,5.7,1,6,50.1,45.53
20,3.1,0.0,3.3,78.6,6.9,0,6,72.8,65.87
21,5.9,4.6,2.6,100.0,6.6,0,1,72.7,74.71
21,4.3,2.2,2.3,71.8,7.6,2,5,76.0,74.54
20,3.1,2.8,2.2,85.2,7.4,6,9,74.1,76.55
23,4.5,2.4,1.2,86.8,6.5,3,4,79.0,78.71
22,3.0,2.0,1.7,98.5,5.4,1,3,51.3,58.91
18,5.3,1.8,3.6,88.6,5.7,4,1,71.0,75.58
21,4.1,2.9,0.8,80.0,5.8,6,2,76.4,71.28
19,3.3,0.7,3.6,75.5,6.1,3,3,52.6,61.2
18,4.2,3.4,1.4,81.6,6.8,2,4,74.0,70.14
19,1.1,2.0,3.3,74.9,7.4,3,7,42.6,47.23
23,1.8,1.1,0.3,85.5,6.4,2,6,49.8,59.86
17,1.7,2.0,2.4,79.4,6.5,5,8,45.7,58.49
18,3.7,4.0,1.0,70.1,6.7,0,9,77.2,69.85
24,6.1,1.9,0.2,97.6,5.9,6,6,98.5,105.82
21,6.8,2.9,2.0,80.0,5.4,0,7,96.2,95.51
18,4.5,1.6,2.9,72.3,4.4,3,4,71.3,69.6
18,4.3,3.4,0.9,83.3,5.7,1,2,59.2,65.26
18,0.8,3.3,0.2,85.7,7.1,4,9,51.8,54.43
22,2.7,4.7,1.7,67.5,5.7,2,9,59.3,58.27
18,2.3,2.3,1.7,88.3,6.2,4,4,58.5,56.53
19,2.6,3.3,2.4,74.5,7.1,0,3,44.5,47.93
17,3.2,2.6,2.8,100.0,7.1,1,10,75.4,73.06
23,2.8,4.1,1.7,90.2,5.2,1,6,54.9,55.66
20,0.5,1.6,3.8,81.0,7.7,4,3,30.2,36.79
18,4.6,3.4,2.0,77.5,7.9,0,1,71.8,65.35
21,1.9,2.3,1.4,84.0,5.1,4,4,51.8,51.29
18,3.9,2.4,0.0,91.1,5.5,3,1,59.5,67.71
21,6.6,2.6,1.5,84.7,7.9,1,2,96.6,92.91
19,2.1,2.8,1.4,82.8,6.3,1,3,44.1,48.71
21,0.0,2.4,2.9,85.6,3.8,3,8,30.5,33.79
24,3.1,2.8,2.3,79.0,4.8,0,10,63.7,64.82
20,5.2,4.4,0.5,81.6,6.2,1,4,74.0,77.02
17,6.4,3.7,2.0,64.1,5.1,6,4,98.8,88.3
21,1.7,3.5,2.5,94.7,6.0,5,10,53.0,59.48
21,4.2,2.0,3.5,88.0,6.5,5,9,84.6,83.19
17,2.8,1.4,2.8,77.3,8.3,5,7,73.0,71.81
20,3.3,3.6,2.6,100.0,6.2,2,2,57.1,56.09
18,7.5,3.6,1.9,85.9,7.8,6,3,100.0,106.48
21,1.2,4.3,2.2,74.6,8.2,2,4,36.2,39.43
17,3.9,1.8,3.2,93.6,8.2,0,4,65.6,69.79
24,4.2,2.2,0.3,89.0,6.8,3,10,87.5,91.08
24,5.1,0.5,1.4,88.9,4.1,4,8,100.0,92.94
19,3.6,2.0,1.0,80.7,7.1,6,10,85.6,86.97
17,4.0,3.7,2.2,89.5,7.8,0,10,89.4,78.12
19,2.9,1.9,3.2,82.4,6.4,4,6,66.9,63.72
24,3.9,3.3,1.1,90.6,8.6,0,3,56.0,69.39
20,3.0,2.3,0.0,66.0,7.5,2,9,77.9,73.68
18,4.4,2.9,1.3,80.7,7.2,5,10,91.3,90.03
17,2.9,1.1,2.8,100.0,7.8,3,8,68.4,75.01
23,4.1,2.6,2.4,77.3,6.9,2,9,85.3,78.56
24,3.5,0.0,2.3,79.0,3.5,3,5,64.4,67.21
24,5.2,2.3,1.5,80.5,5.9,6,3,82.8,84.5
23,3.4,0.5,0.4,72.9,7.9,4,4,78.0,76.61
22,0.8,3.9,2.4,62.9,5.5,0,5,31.5,28.49
24,5.4,3.4,0.9,82.7,6.2,1,9,92.3,90.6
21,2.1,3.1,4.2,86.4,5.2,1,9,50.1,50.82
20,2.5,4.3,2.4,84.5,8.6,3,3,49.4,52.86
17,2.6,1.4,1.2,83.6,8.5,5,7,80.3,74.76
23,5.6,4.6,1.1,85.4,5.4,5,6,89.7,86.67
21,0.3,3.6,1.7,95.2,6.7,3,4,33.6,35.39
23,8.2,2.2,1.5,83.1,5.7,2,5,100.0,111.85
17,5.1,3.9,3.0,79.3,7.2,1,10,90.6,84.42
19,3.8,1.2,2.0,82.2,7.1,2,2,66.3,67.51
17,3.4,1.5,1.0,90.8,7.5,4,7,86.1,79.59
22,3.9,1.8,3.9,99.1,6.9,1,4,65.5,67.66
17,4.3,1.9,1.9,78.7,10.0,4,2,82.9,78.67
17,4.5,1.2,2.6,86.0,5.3,0,6,76.3,74.73
22,4.3,4.0,1.1,88.4,4.4,2,2,59.0,62.87
20,3.6,2.2,2.2,75.1,6.0,3,10,76.1,76.53
24,3.2,2.9,2.1,85.2,4.6,1,2,40.3,51.3
17,3.3,1.8,0.0,70.3,4.7,2,7,65.2,69.53
22,3.2,0.3,4.0,67.3,5.3,3,1,43.9,53.77
21,5.2,2.8,3.2,88.7,5.4,0,7,89.5,78.45
19,4.4,0.2,1.4,81.2,5.4,1,10,80.7,88.19
19,0.0,2.4,0.6,87.0,7.1,4,5,53.0,41.0
17,4.5,0.9,2.2,84.8,5.9,0,1,70.6,67.89
20,3.8,4.9,1.9,75.2,6.3,5,6,65.5,67.73
20,3.5,3.6,2.2,84.5,7.6,3,7,75.1,70.57
21,2.9,2.6,2.0,72.7,5.6,1,1,43.5,48.38
